post_id,aesthetic,market,language,keyword,text,sentiment_hint,score,num_comments,created_utc
s000236,quiet_luxury,FR,fr,style old money,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,222,21,1726682400.0
s000237,quiet_luxury,FR,fr,style old money,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,427,39,1756872000.0
s000238,quiet_luxury,FR,fr,style old money,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,272,84,1757322000.0
s000239,quiet_luxury,FR,fr,style old money,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,316,97,1731592800.0
s000240,quiet_luxury,FR,fr,style old money,Style old money = privilège déguisé en minimalisme.,negative,122,48,1754388000.0
s000241,quiet_luxury,FR,fr,style old money,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,462,37,1763521200.0
s000242,quiet_luxury,FR,fr,style old money,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,489,2,1762304400.0
s000243,quiet_luxury,FR,fr,style old money,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,382,27,1766095200.0
s000244,quiet_luxury,FR,fr,style old money,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,240,75,1710626400.0
s000245,quiet_luxury,FR,fr,style old money,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,120,72,1747573200.0
s000246,quiet_luxury,FR,fr,style old money,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,145,36,1743534000.0
s000247,quiet_luxury,FR,fr,style old money,Style old money = privilège déguisé en minimalisme.,negative,293,43,1732777200.0
s000248,quiet_luxury,FR,fr,style old money,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,110,78,1721908800.0
s000249,quiet_luxury,FR,fr,style old money,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,430,68,1722211200.0
s000250,quiet_luxury,FR,fr,style old money,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,4,4,1726808400.0
s000251,quiet_luxury,FR,fr,style old money,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,398,16,1732356000.0
s000252,quiet_luxury,FR,fr,style old money,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,70,83,1718672400.0
s000253,quiet_luxury,FR,fr,style old money,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,58,13,1741734000.0
s000254,quiet_luxury,FR,fr,style old money,Style old money = privilège déguisé en minimalisme.,negative,499,34,1732100400.0
s000255,quiet_luxury,FR,fr,style old money,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,77,3,1762923600.0
s000256,quiet_luxury,FR,fr,style old money,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,310,105,1728993600.0
s000257,quiet_luxury,FR,fr,style old money,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,490,75,1722135600.0
s000258,quiet_luxury,FR,fr,style old money,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,69,70,1762394400.0
s000259,quiet_luxury,FR,fr,style old money,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,136,57,1719615600.0
s000260,quiet_luxury,FR,fr,style old money,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,332,54,1717984800.0
s000261,quiet_luxury,FR,fr,style old money,Style old money = privilège déguisé en minimalisme.,negative,416,69,1748228400.0
s000262,quiet_luxury,FR,fr,style old money,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,212,60,1713762000.0
s000263,quiet_luxury,FR,fr,style old money,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,250,35,1719244800.0
s000264,quiet_luxury,FR,fr,style old money,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,326,0,1753646400.0
s000265,quiet_luxury,FR,fr,style old money,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,499,3,1705640400.0
s000266,quiet_luxury,FR,fr,style old money,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,48,82,1710687600.0
s000267,quiet_luxury,FR,fr,style old money,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,488,38,1711486800.0
s000268,quiet_luxury,FR,fr,style old money,Style old money = privilège déguisé en minimalisme.,negative,231,21,1722502800.0
s000269,quiet_luxury,FR,fr,style old money,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,26,44,1717156800.0
s000270,quiet_luxury,FR,fr,style old money,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,177,38,1751572800.0
s000271,quiet_luxury,FR,fr,style old money,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,416,108,1746486000.0
s000272,quiet_luxury,FR,fr,style old money,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,208,47,1762387200.0
s000273,quiet_luxury,FR,fr,style old money,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,374,85,1718701200.0
s000274,quiet_luxury,FR,fr,style old money,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,246,26,1714521600.0
s000275,quiet_luxury,FR,fr,style old money,Style old money = privilège déguisé en minimalisme.,negative,72,68,1720749600.0
s000276,quiet_luxury,FR,fr,style old money,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,48,39,1761098400.0
s000277,quiet_luxury,FR,fr,luxe silencieux,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,267,33,1723176000.0
s000278,quiet_luxury,FR,fr,luxe silencieux,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,27,27,1735783200.0
s000279,quiet_luxury,FR,fr,luxe silencieux,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,218,102,1709424000.0
s000280,quiet_luxury,FR,fr,luxe silencieux,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,18,40,1710284400.0
s000281,quiet_luxury,FR,fr,luxe silencieux,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,411,41,1750532400.0
s000282,quiet_luxury,FR,fr,luxe silencieux,Style old money = privilège déguisé en minimalisme.,negative,74,7,1705640400.0
s000283,quiet_luxury,FR,fr,luxe silencieux,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,411,66,1720832400.0
s000284,quiet_luxury,FR,fr,luxe silencieux,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,409,5,1732377600.0
s000285,quiet_luxury,FR,fr,luxe silencieux,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,197,65,1730340000.0
s000286,quiet_luxury,FR,fr,luxe silencieux,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,129,39,1740693600.0
s000287,quiet_luxury,FR,fr,luxe silencieux,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,252,64,1716674400.0
s000288,quiet_luxury,FR,fr,luxe silencieux,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,232,37,1748556000.0
s000289,quiet_luxury,FR,fr,luxe silencieux,Style old money = privilège déguisé en minimalisme.,negative,110,75,1729681200.0
s000290,quiet_luxury,FR,fr,luxe silencieux,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,375,115,1744437600.0
s000291,quiet_luxury,FR,fr,luxe silencieux,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,43,40,1751338800.0
s000292,quiet_luxury,FR,fr,luxe silencieux,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,88,5,1714107600.0
s000293,quiet_luxury,FR,fr,luxe silencieux,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,199,83,1707955200.0
s000294,quiet_luxury,FR,fr,luxe silencieux,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,69,118,1757221200.0
s000295,quiet_luxury,FR,fr,luxe silencieux,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,224,110,1715281200.0
s000296,quiet_luxury,FR,fr,luxe silencieux,Style old money = privilège déguisé en minimalisme.,negative,437,114,1715511600.0
s000297,quiet_luxury,FR,fr,luxe silencieux,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,436,54,1763614800.0
s000298,quiet_luxury,FR,fr,luxe silencieux,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,111,56,1742446800.0
s000299,quiet_luxury,FR,fr,luxe silencieux,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,145,30,1762974000.0
s000300,quiet_luxury,FR,fr,luxe silencieux,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,283,89,1704492000.0
s000301,quiet_luxury,FR,fr,luxe silencieux,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,414,44,1727971200.0
s000302,quiet_luxury,FR,fr,luxe silencieux,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,14,63,1733000400.0
s000303,quiet_luxury,FR,fr,luxe silencieux,Style old money = privilège déguisé en minimalisme.,negative,301,44,1761958800.0
s000304,quiet_luxury,FR,fr,luxe silencieux,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,130,34,1742565600.0
s000305,quiet_luxury,FR,fr,luxe silencieux,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,379,12,1720180800.0
s000306,quiet_luxury,FR,fr,luxe silencieux,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,281,18,1725753600.0
s000307,quiet_luxury,FR,fr,luxe silencieux,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,136,15,1751022000.0
s000308,quiet_luxury,FR,fr,luxe silencieux,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,158,54,1714143600.0
s000309,quiet_luxury,FR,fr,luxe silencieux,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,338,101,1743868800.0
s000310,quiet_luxury,FR,fr,luxe silencieux,Style old money = privilège déguisé en minimalisme.,negative,1,1,1726534800.0
s000311,quiet_luxury,FR,fr,luxe silencieux,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,447,92,1741240800.0
s000312,quiet_luxury,FR,fr,luxe silencieux,"Le luxe discret, c'est la vraie élégance. Pas de logo, juste une coupe impeccable.",positive,86,100,1752519600.0
s000313,quiet_luxury,FR,fr,luxe silencieux,Franchement le style old money version française c'est juste le vestiaire APC + Hermès accessible. Rien de neuf.,neutral,235,99,1710036000.0
s000314,quiet_luxury,FR,fr,luxe silencieux,"Luxe silencieux mon oeil, c'est encore une tendance TikTok qui va disparaître.",negative,467,56,1756389600.0
s000315,quiet_luxury,FR,fr,luxe silencieux,"J'adore ce retour au luxe discret, on respire enfin après des années de streetwear tape-à-l'oeil.",positive,108,56,1725152400.0
s000316,quiet_luxury,FR,fr,luxe silencieux,Le luxe discret parisien c'est un manteau en cachemire beige et des mocassins. Chic mais tellement prévisible.,neutral,98,36,1732986000.0
s000317,quiet_luxury,FR,fr,luxe silencieux,Style old money = privilège déguisé en minimalisme.,negative,107,107,1705780800.0
s000318,quiet_luxury,FR,fr,luxe silencieux,Enfin des marques françaises qui portent le luxe discret sans en faire des tonnes.,positive,104,12,1729821600.0
s000319,quiet_luxury,KR,ko,올드머니룩,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,88,9,1736510400.0
s000320,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,430,21,1744603200.0
s000321,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,181,29,1725440400.0
s000322,quiet_luxury,KR,ko,올드머니룩,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,179,41,1736730000.0
s000323,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,305,50,1761894000.0
s000324,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,444,3,1753855200.0
s000325,quiet_luxury,KR,ko,올드머니룩,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,50,90,1747623600.0
s000326,quiet_luxury,KR,ko,올드머니룩,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,58,55,1707188400.0
s000327,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,61,23,1729447200.0
s000328,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,377,12,1764032400.0
s000329,quiet_luxury,KR,ko,올드머니룩,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,263,17,1747180800.0
s000330,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,23,25,1731646800.0
s000331,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,162,56,1707912000.0
s000332,quiet_luxury,KR,ko,올드머니룩,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,288,109,1709524800.0
s000333,quiet_luxury,KR,ko,올드머니룩,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,86,96,1761609600.0
s000334,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,249,63,1724389200.0
s000335,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,485,114,1722088800.0
s000336,quiet_luxury,KR,ko,올드머니룩,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,199,95,1754132400.0
s000337,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,64,78,1733331600.0
s000338,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,97,117,1717578000.0
s000339,quiet_luxury,KR,ko,올드머니룩,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,433,3,1753671600.0
s000340,quiet_luxury,KR,ko,올드머니룩,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,179,80,1739984400.0
s000341,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,216,96,1731412800.0
s000342,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,463,96,1727632800.0
s000343,quiet_luxury,KR,ko,올드머니룩,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,196,92,1749524400.0
s000344,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,226,116,1720947600.0
s000345,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,231,34,1727974800.0
s000346,quiet_luxury,KR,ko,올드머니룩,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,277,44,1725908400.0
s000347,quiet_luxury,KR,ko,올드머니룩,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,173,8,1764406800.0
s000348,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,48,36,1737198000.0
s000349,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,361,116,1735185600.0
s000350,quiet_luxury,KR,ko,올드머니룩,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,108,93,1757761200.0
s000351,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,378,63,1751212800.0
s000352,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,413,116,1736751600.0
s000353,quiet_luxury,KR,ko,올드머니룩,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,299,12,1715396400.0
s000354,quiet_luxury,KR,ko,올드머니룩,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,27,78,1765828800.0
s000355,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,196,12,1756785600.0
s000356,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,289,117,1761447600.0
s000357,quiet_luxury,KR,ko,올드머니룩,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,20,112,1742342400.0
s000358,quiet_luxury,KR,ko,올드머니룩,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,281,9,1760904000.0
s000359,quiet_luxury,KR,ko,올드머니룩,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,371,18,1724889600.0
s000360,quiet_luxury,KR,ko,올드머니룩,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,248,24,1719018000.0
s000361,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,3,68,1732194000.0
s000362,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,166,105,1762383600.0
s000363,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,187,102,1765591200.0
s000364,quiet_luxury,KR,ko,조용한 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,135,80,1707667200.0
s000365,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,387,17,1731124800.0
s000366,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,268,28,1717423200.0
s000367,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,481,95,1708920000.0
s000368,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,94,111,1757120400.0
s000369,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,439,69,1763917200.0
s000370,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,51,46,1711364400.0
s000371,quiet_luxury,KR,ko,조용한 럭셔리,요즘 셀럽들 다 올드머니룩. 지겨울 정도.,negative,241,29,1735516800.0
s000372,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 코디 하나만 잘하면 데일리로 계속 입을 수 있어서 좋음.,positive,491,87,1743782400.0
s000373,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리는 결국 캐시미어랑 좋은 재단이 답이다.,positive,213,112,1760724000.0
s000374,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 하려면 결국 돈이 필요함. 조용한 게 아니라 조용하게 돈 자랑.,negative,209,15,1712055600.0
s000375,quiet_luxury,KR,ko,조용한 럭셔리,올드머니룩 진짜 예쁘다. 니트 하나에 슬랙스만 입어도 분위기 다름.,positive,397,26,1758855600.0
s000376,quiet_luxury,KR,ko,조용한 럭셔리,조용한 럭셔리 트렌드 그냥 비싸 보이려는 마케팅 아님?,negative,142,84,1708390800.0
s000377,quiet_luxury,KR,ko,조용한 럭셔리,미니멀 럭셔리 좋아하는데 한국에서는 어울리는 브랜드가 많이 없어서 아쉬움.,neutral,437,7,1749459600.0
